"","Method","alpha","V3","par_real","median","inter.lower","inter.upper","par_real_in_interval","sd_","bias","relative_bias"
"35","Method_2","0.35","semester2_delta",-0.309405318,-0.348288734476622,-1.42288120606049,0.75066195507403,1,0.591247061033408,-0.0388834164766225,0.125671454931562
"36","Method_2","0.35","alpha",0.35,0.440779740623272,0.398042420517669,0.539549528277621,0,0.0394758466446666,0.090779740623272,0.259370687495063
"37","Method_2","0.50","(Intercept)_a",2.973018248,2.49726657530205,2.02105797472778,2.79957748431916,0,0.205580929665738,-0.47575167269795,-0.160023125662951
"38","Method_2","0.50","sent_a",0.250886046,0.245095041805125,0.0763119964877767,0.414826518436502,1,0.0861144324425043,-0.00579100419487497,-0.0230822091830287
"39","Method_2","0.50","cost_a",-0.001380885,0.00226180134534187,-0.117774074857099,0.135010466487448,1,0.0655255518278278,0.00364268634534187,-2.63793606661081
"40","Method_2","0.50","(Intercept)_delta",-8.373751993,-7.61181994032249,-9.79427245724837,-4.88585699846378,1,1.3965430467047,0.761932052677511,-0.0909905205354117
"41","Method_2","0.50","semester2_delta",-0.309405318,-0.287655688592327,-1.35531161697008,0.807993049650874,1,0.577343563678714,0.021749629407673,-0.0702949436947719
"42","Method_2","0.50","alpha",0.5,0.5220239692527,0.428208066751396,0.647776644627506,1,0.0551297489455129,0.0220239692527,0.0440479385054
"43","Method_2","0.65","(Intercept)_a",2.973018248,2.57298386069255,2.26309321765593,2.78160075039583,0,0.127222793460586,-0.40003438730745,-0.134554972064689
"44","Method_2","0.65","sent_a",0.250886046,0.252738759747999,0.150823011847351,0.352193540176629,1,0.0525500142513702,0.001852713747999,0.00738468231907566
"45","Method_2","0.65","cost_a",-0.001380885,-0.0018460977521006,-0.0654468179767946,0.0635794130911783,1,0.0331218231968827,-0.0004652127521006,0.336894637931906
"46","Method_2","0.65","(Intercept)_delta",-8.373751993,-6.03123644339487,-7.50103614692945,-4.98688520818976,0,0.653890482280155,2.34251554960513,-0.279745035626007
"47","Method_2","0.65","semester2_delta",-0.309405318,-0.194582199123811,-0.919149765041179,0.464183726292677,1,0.356616455311914,0.114823118876189,-0.371109066962414
"48","Method_2","0.65","alpha",0.65,0.666775344255261,0.553398503752592,0.796572252668655,1,0.0609675040061295,0.0167753442552609,0.0258082219311707
"49","Method_2","0.80","(Intercept)_a",2.973018248,2.78257840417526,2.59858524238245,2.93667895591132,0,0.0868962298600899,-0.190439843824745,-0.0640560628757852
"50","Method_2","0.80","sent_a",0.250886046,0.250561049965153,0.167233700265526,0.332792207007974,1,0.0424847611215331,-0.000324996034846481,-0.00129539302814187
"51","Method_2","0.80","cost_a",-0.001380885,-0.00364609663275625,-0.0517146421011115,0.0460367638998431,1,0.0250923353927989,-0.00226521163275625,1.64040570558464
"52","Method_2","0.80","(Intercept)_delta",-8.373751993,-7.02191363665866,-8.15946397699537,-5.98510353839757,0,0.561053567142052,1.35183835634134,-0.161437591831165
"53","Method_2","0.80","semester2_delta",-0.309405318,-0.25255213290254,-1.00445510624168,0.470476517426839,1,0.38199356533863,0.0568531850974605,-0.183749863980879
"54","Method_2","0.80","alpha",0.8,0.817373561758626,0.711355316606759,0.929065987371355,1,0.056489869103678,0.0173735617586264,0.021716952198283
"55","Method_2","0.95","(Intercept)_a",2.973018248,2.94649205666473,2.80494801936579,3.07501764601494,1,0.0693013511405213,-0.0265261913352748,-0.00892231029968262
"56","Method_2","0.95","sent_a",0.250886046,0.252854352431147,0.179480409690754,0.3187060385073,1,0.0343406978519587,0.00196830643114654,0.00784542011215139
"57","Method_2","0.95","cost_a",-0.001380885,-0.00110146149698544,-0.0359324625589222,0.0329046733383929,1,0.0174180494187424,0.00027942350301456,-0.202351030690144
"58","Method_2","0.95","(Intercept)_delta",-8.373751993,-8.20769679969377,-9.38223723135248,-7.12680317971265,1,0.581595479922796,0.166055193306226,-0.0198304408161406
"59","Method_2","0.95","semester2_delta",-0.309405318,-0.282409753013634,-1.08085020836012,0.448456060522887,1,0.385691400534126,0.026995564986366,-0.0872498416021601
"60","Method_2","0.95","alpha",0.95,0.958746352422507,0.871946529852868,1,1,0.0376927349717233,0.00874635242250754,0.00920668676053426
"61","Method_3","0.35","(Intercept)_a",2.973018248,2.9846239431082,2.80670747866889,3.16658765691254,1,0.0896521515392358,0.0116056951082002,0.00390367436056188
"62","Method_3","0.35","sent_a",0.250886046,0.25532995152707,0.164786873896512,0.336257678306947,1,0.0431904842867225,0.00444390552707002,0.0177128445281091
"63","Method_3","0.35","cost_a",-0.001380885,-0.00160971806975187,-0.0783704954769911,0.0780789743818665,1,0.0397753840795261,-0.00022883306975187,0.165714791421349
"64","Method_3","0.35","(Intercept)_delta",-8.373751993,-8.26608946771452,-10.1021257561926,-7.02287650553197,1,0.812353779923725,0.10766252528548,-0.0128571428166825
"65","Method_3","0.35","semester2_delta",-0.309405318,-0.322827205514585,-1.2166776641983,0.518395914205953,1,0.459903197795565,-0.013421887514585,0.0433796277366668
"66","Method_3","0.35","alpha",0.35,0.408535956780942,0.29327401707611,0.52992561092717,1,0.0582805979296637,0.058535956780942,0.167245590802692
"67","Method_3","0.50","(Intercept)_a",2.973018248,2.95500010412674,2.75953483648436,3.11779245477397,1,0.0904581592431086,-0.0180181438732596,-0.0060605560982953
"68","Method_3","0.50","sent_a",0.250886046,0.252987209141592,0.162422497621798,0.352037877323906,1,0.0475277060457144,0.00210116314159153,0.00837497013122656
"69","Method_3","0.50","cost_a",-0.001380885,-0.00315213471936944,-0.0741684504401335,0.0729072478395683,1,0.0376001493901275,-0.00177124971936944,1.28269169363809
"70","Method_3","0.50","(Intercept)_delta",-8.373751993,-8.30256014157585,-9.90853055065595,-7.03343034036488,1,0.708354515370546,0.0711918514241514,-0.00850178647321582
"71","Method_3","0.50","semester2_delta",-0.309405318,-0.313277798894167,-1.12877396467141,0.564638925354383,1,0.444794132083499,-0.00387248089416653,0.0125158834347073
"72","Method_3","0.50","alpha",0.5,0.522156921279724,0.423055442962181,0.652536599976546,1,0.0575239050967222,0.022156921279724,0.044313842559448
"73","Method_3","0.65","(Intercept)_a",2.973018248,2.93062420863788,2.78091563148727,3.08938805299697,1,0.0782173042771594,-0.0423940393621196,-0.0142595960824118
"74","Method_3","0.65","sent_a",0.250886046,0.25320568012012,0.168831760636585,0.336709853026649,1,0.0435719341098093,0.00231963412012004,0.00924576777825276
"75","Method_3","0.65","cost_a",-0.001380885,-0.00204003688293632,-0.0598165749775429,0.0549484900653365,1,0.0302928502890592,-0.00065915188293632,0.477340171655366
"76","Method_3","0.65","(Intercept)_delta",-8.373751993,-8.09442138186504,-9.49418638320325,-7.0090531178884,1,0.64193223372733,0.279330611134965,-0.0333578796420613
"77","Method_3","0.65","semester2_delta",-0.309405318,-0.273474546592531,-1.09325807972467,0.451095149836951,1,0.408887369177364,0.035930771407469,-0.116128486865468
"78","Method_3","0.65","alpha",0.65,0.676930802982242,0.555129995875945,0.807157195786773,1,0.06385830385507,0.026930802982242,0.0414320045880647
"79","Method_3","0.80","(Intercept)_a",2.973018248,2.92205258088604,2.79481765242269,3.05205817114776,1,0.066841028334962,-0.0509656671139549,-0.0171427360556029
"80","Method_3","0.80","sent_a",0.250886046,0.251342985718516,0.171839369321089,0.328947956171759,1,0.0391272858545068,0.00045693971851557,0.00182130383814001
"81","Method_3","0.80","cost_a",-0.001380885,-0.00361812939773501,-0.0511425389144425,0.0436018424112253,1,0.0245024202421577,-0.00223724439773501,1.62015258166684
"82","Method_3","0.80","(Intercept)_delta",-8.373751993,-7.97268934090942,-9.13897175343192,-7.04164567528533,1,0.533516245165431,0.401062652090586,-0.0478952150034837
"83","Method_3","0.80","semester2_delta",-0.309405318,-0.279027937858513,-1.09215657219133,0.454144906104226,1,0.410213511863413,0.0303773801414865,-0.0981798901772157
"84","Method_3","0.80","alpha",0.8,0.833529619595374,0.733605056140039,0.929385384788808,1,0.0510011194355022,0.033529619595374,0.0419120244942175
"85","Method_3","0.95","(Intercept)_a",2.973018248,2.99397895441855,2.86253856876793,3.10940198214825,1,0.0632014770846926,0.02096070641855,0.00705031206338898
"86","Method_3","0.95","sent_a",0.250886046,0.252139289726946,0.184550962494812,0.316746216193399,1,0.0337379463009552,0.00125324372694602,0.00499527074911938
"87","Method_3","0.95","cost_a",-0.001380885,-0.00112416052972566,-0.0346612572110708,0.0324360747713897,1,0.0171863070102084,0.000256724470274335,-0.185912998022526
"88","Method_3","0.95","(Intercept)_delta",-8.373751993,-8.54220382349462,-9.69553220364447,-7.47173723585553,1,0.565754699998688,-0.168451830494615,0.0201166491001204
"89","Method_3","0.95","semester2_delta",-0.309405318,-0.297826191398515,-1.10557318991896,0.47508119981863,1,0.39791965937814,0.0115791266014855,-0.0374238124810947
"90","Method_3","0.95","alpha",0.95,0.958342649478927,0.885797482911343,1,1,0.0343363664245516,0.00834264947892704,0.00878173629360742
